1000
[3.93, 4.22, 3.69, 3.17, 3.46, 3.38, 3.76, 3.49, 3.79, 3.32, 4.11, 3.82, 3.72, 3.68, 3.74, 3.91, 4.47, 3.36, 4.26, 3.74, 3.79, 3.69, 3.59, 3.59, 3.62, 3.40, 4.44, 3.42, 3.06, 3.51]


500000
[4.17, 4.21, 4.32, 4.60, 4.55, 4.18, 4.68, 4.24, 4.41, 4.24, 4.05, 4.88, 4.30, 4.20, 4.31, 4.11, 5.23, 4.17, 4.17, 4.36, 4.20, 5.01, 4.43, 4.40, 4.28, 4.25, 4.22, 4.15, 4.21, 4.36]
[4.50, 9.26, 9.11, 9.19, 9.08, 9.26, 9.27, 9.34, 9.89, 9.18, 9.38, 10.07, 9.07, 9.19, 9.38, 9.24, 9.05, 11.97, 9.06, 9.65, 9.48, 9.70, 9.50, 9.50, 9.20, 9.44, 9.27, 9.06, 9.70, 10.06]
[9.80, 9.88, 10.83, 10.18, 9.55, 10.02, 9.81, 9.52, 10.05, 9.44, 10.21, 9.81, 9.83, 9.79, 9.82, 9.88, 9.87, 23.72, 10.52, 9.96, 12.94, 9.76, 9.83, 10.28, 11.09, 9.54, 10.10, 10.90, 10.06, 9.63]
[10.64, 10.11, 10.54, 10.61, 10.05, 10.38, 10.83, 10.57, 10.94, 10.26, 10.82, 10.03, 9.94, 10.36, 10.31, 5.39, 5.27, 6.29, 5.60, 5.34, 5.00, 5.18, 5.58, 5.13, 5.05, 5.43, 5.36, 5.28, 5.68, 5.26]
[5.40, 5.98, 5.30, 5.82, 5.37, 5.59, 5.40, 6.38, 6.30, 6.85, 5.75, 5.46, 5.90, 5.74, 5.47, 6.14, 5.56, 5.77, 5.92, 5.61, 5.55, 6.18, 5.54, 6.34, 5.58, 6.45, 5.67, 6.05, 5.58, 5.85]
[5.60, 5.62, 5.62, 6.30, 5.88, 6.67, 5.77, 7.29, 5.71, 6.67, 5.68, 5.74, 5.84, 6.67, 5.44, 6.15, 12.00, 6.19, 5.78, 5.60, 5.58, 5.90, 6.24, 5.94, 7.06, 5.71, 6.59, 7.80, 5.92, 6.97]
[6.25, 5.89, 6.28, 6.06, 6.90, 6.15, 13.26, 12.58, 12.59, 12.18, 12.21, 18.70, 12.45, 12.63, 12.53, 12.50, 13.13, 12.85, 12.31, 12.04, 12.43, 22.81, 14.88, 12.24, 13.60, 11.96, 12.35, 12.64, 12.05, 13.82]
[13.34, 12.64, 13.07, 13.64, 12.93, 12.39, 13.15, 13.08, 12.77, 13.41, 20.41, 20.33, 21.15, 12.36, 12.87, 12.95, 13.24, 15.52, 13.11, 13.68, 16.10, 13.24, 13.22, 14.31, 15.20, 13.02, 14.45, 18.34, 21.60, 12.64]


1000000
[16.43, 16.18, 16.77, 16.26, 15.97, 16.42, 16.09, 16.04, 16.17, 16.26, 16.16, 16.07, 16.08, 7.75, 8.97, 8.71, 8.27, 7.91, 8.21, 8.07, 8.45, 8.27, 7.97, 8.73, 7.90, 8.14, 8.43, 8.01, 8.37, 8.25]
[9.12, 9.78, 9.26, 8.65, 8.73, 8.68, 8.87, 8.68, 8.64, 8.33, 8.75, 9.04, 8.32, 8.37, 9.34, 8.78, 8.19, 8.73, 8.82, 8.58, 9.35, 8.82, 9.07, 8.59, 9.02, 8.33, 8.78, 9.32, 8.68, 8.30]
[9.21, 8.97, 9.58, 9.05, 8.70, 8.79, 9.19, 9.16, 9.15, 9.00, 9.78, 8.86, 9.06, 9.39, 9.83, 8.82, 9.60, 9.03, 9.69, 9.38, 9.04, 9.55, 9.74, 8.81, 8.90, 11.09, 10.54, 9.04, 9.09, 9.02]
[9.49, 9.47, 9.01, 18.53, 18.50, 18.19, 17.82, 17.64, 18.16, 17.82, 18.14, 17.77, 19.58, 18.59, 17.96, 17.61, 18.15, 18.25, 18.13, 18.35, 18.44, 18.78, 18.11, 18.18, 17.55, 18.02, 18.32, 18.20, 17.99, 18.32]
[18.95, 19.77, 18.80, 18.26, 19.60, 18.44, 18.70, 18.82, 18.68, 19.50, 18.64, 21.26, 18.45, 18.47, 20.01, 19.14, 18.64, 18.89, 19.74, 18.49, 18.38, 18.89, 18.97, 18.73, 18.72, 18.92, 18.58, 18.36, 18.40, 19.03]
[19.39, 20.81, 21.02, 19.29, 18.84, 17.97, 9.90, 11.36, 9.30, 9.66, 10.45, 9.61, 9.64, 9.65, 10.02, 9.61, 9.62, 9.82, 10.37, 9.78, 9.81, 10.36, 10.47, 9.78, 9.80, 9.56, 12.38, 10.19, 10.29, 9.58]
[10.40, 10.69, 10.87, 10.56, 10.79, 9.75, 9.92, 10.70, 10.90, 10.40, 9.89, 10.25, 10.18, 10.67, 11.66, 10.13, 10.21, 9.95, 10.03, 11.46, 10.09, 11.73, 10.60, 10.63, 10.51, 10.35, 10.10, 9.84, 19.92, 15.91]
[10.72, 10.59, 10.87, 20.96, 10.60, 10.83, 10.22, 10.00, 10.14, 10.25, 14.97, 10.91, 13.22, 10.30, 9.97, 9.74, 10.50, 10.71, 10.39, 10.09, 10.07, 22.91, 31.52, 20.18, 27.00, 42.84, 19.67, 41.60, 20.92, 21.71]


